FeatureID,TsTime,TsValue,TsValue_normalized,AquiferID
5875260012,7/15/2008,-1.25,-1.25,6
5875260012,11/13/2007,-1.1,-1.1,6
5875260012,7/13/2007,-1.2,-1.2,6
5875260012,8/17/2008,-1.5,-1.5,6
5875260012,7/23/2010,-0.7,-0.7,6
5875260025,10/15/2003,-4.75,-4.75,6
5875260025,12/3/2003,-4.1,-4.1,6
5875260025,1/13/2004,-2.5,-2.5,6
5875260025,3/4/2004,-4.3,-4.3,6
5875260025,2/5/2004,-3.5,-3.5,6
5875260025,4/6/2004,-4.65,-4.65,6
5875260025,7/15/2004,-4.7,-4.7,6
5875260025,6/18/2004,-4.4,-4.4,6
5875260025,5/12/2004,-4.9,-4.9,6
5875260025,8/12/2004,-3.7,-3.7,6
5875260025,9/8/2004,-3.5,-3.5,6
5875260025,7/15/2008,-4.5,-4.5,6
5875260025,11/13/2007,-4,-4,6
5875260025,3/17/2008,-5.5,-5.5,6
5875260025,6/25/2012,-4.8,-4.8,6
5971110001,8/15/2003,-8.33,-8.33,9
5971110001,11/21/2003,-7.73,-7.73,9
5971110001,12/12/2003,-7.6,-7.6,9
5971110001,1/20/2004,-8.64,-8.64,9
5971110001,3/10/2004,-8.5,-8.5,9
5971110001,2/17/2004,-8.61,-8.61,9
5971110001,4/28/2004,-8.2,-8.2,9
5971110001,7/16/2004,-7.88,-7.88,9
5971110001,5/13/2004,-7.45,-7.45,9
5971110001,6/24/2004,-7.4,-7.4,9
5971110001,8/19/2004,-11.6,-11.6,9
5971110001,9/8/2004,-7.1,-7.1,9
5971110001,6/27/2007,-7.15,-7.15,9
5971110001,11/9/2007,-7.17,-7.17,9
5971110001,8/21/2008,-7.32,-7.32,9
5971110001,4/1/2009,-7.3,-7.3,9
5971110001,7/18/2012,-7.49,-7.49,9
5971110005,11/21/2003,-14.36,-14.36,9
5971110005,8/15/2003,-16.22,-16.22,9
5971110005,11/21/2003,-13.99,-13.99,9
5971110005,12/12/2003,-13.52,-13.52,9
5971110005,1/20/2004,-13.54,-13.54,9
5971110005,3/10/2004,-14.11,-14.11,9
5971110005,2/17/2004,-14.44,-14.44,9
5971110005,4/28/2004,-13.52,-13.52,9
5971110005,7/16/2004,-13.31,-13.31,9
5971110005,5/13/2004,-13.65,-13.65,9
5971110005,8/19/2004,-13.76,-13.76,9
5971110005,9/8/2004,-13.48,-13.48,9
5971110005,8/21/2008,-13.34,-13.34,9
5971110005,4/1/2009,-13.4,-13.4,9
5971110005,7/18/2012,-13.22,-13.22,9
5971110005,7/27/2011,-12.98,-12.98,9
5971420001,7/27/2011,-9.56,-9.56,9
5971440001,3/27/2008,-36.62,-36.62,9
5971440001,7/15/2008,-35.17,-35.17,9
5971440001,7/15/2008,-10.49,-10.49,9
5971440001,7/15/2008,-9.03,-9.03,9
5971440001,3/10/2009,-37.86,-37.86,9
5971440001,3/19/2009,-38.4,-38.4,9
5971440001,5/6/2009,-35.62,-35.62,9
5971440001,1/14/2010,-36.38,-36.38,9
5971440001,7/18/2012,-35.4,-35.4,9
5971440001,7/27/2011,-30.38,-30.38,9
5971440001,11/17/2010,-30.65,-30.65,9
5971440001,7/14/2011,-29.06,-29.06,9
